timestamp,timestamp,equity,peak,drawdown_pct
2025-01-05 00:00:00+00:00,2025-01-05 00:00:00+00:00,10.0,10.0,0.0
2025-01-05 06:00:00+00:00,2025-01-05 06:00:00+00:00,10.0,10.0,0.0
2025-01-05 12:00:00+00:00,2025-01-05 12:00:00+00:00,9.95741395339805,10.0,0.004258604660195076
2025-01-05 18:00:00+00:00,2025-01-05 18:00:00+00:00,9.936279296058068,10.0,0.00637207039419323
2025-01-06 00:00:00+00:00,2025-01-06 00:00:00+00:00,9.787517641024516,10.0,0.021248235897548363
2025-01-06 06:00:00+00:00,2025-01-06 06:00:00+00:00,9.787517641024516,10.0,0.021248235897548363
2025-01-06 12:00:00+00:00,2025-01-06 12:00:00+00:00,9.579550157336614,10.0,0.042044984266338584
2025-01-06 18:00:00+00:00,2025-01-06 18:00:00+00:00,9.579550157336614,10.0,0.042044984266338584
2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,9.579550157336614,10.0,0.042044984266338584
2025-01-07 06:00:00+00:00,2025-01-07 06:00:00+00:00,9.661279651752222,10.0,0.03387203482477776
2025-01-07 12:00:00+00:00,2025-01-07 12:00:00+00:00,10.093084140332996,10.093084140332996,0.0
2025-01-07 18:00:00+00:00,2025-01-07 18:00:00+00:00,10.093084140332996,10.093084140332996,0.0
2025-01-08 00:00:00+00:00,2025-01-08 00:00:00+00:00,10.168647884645102,10.168647884645102,0.0
2025-01-08 06:00:00+00:00,2025-01-08 06:00:00+00:00,10.17461209617109,10.17461209617109,0.0
2025-01-08 12:00:00+00:00,2025-01-08 12:00:00+00:00,10.368122716393362,10.368122716393362,0.0
2025-01-08 18:00:00+00:00,2025-01-08 18:00:00+00:00,10.261551596834149,10.368122716393362,0.010278728606357063
2025-01-09 00:00:00+00:00,2025-01-09 00:00:00+00:00,10.257951906306698,10.368122716393362,0.010625916870415704
2025-01-09 06:00:00+00:00,2025-01-09 06:00:00+00:00,10.303362086810282,10.368122716393362,0.006246128769356234
2025-01-09 08:00:00+00:00,2025-01-09 08:00:00+00:00,10.303362086810282,10.368122716393362,0.006246128769356234
2025-01-09 08:15:00+00:00,2025-01-09 08:15:00+00:00,10.303362086810282,10.368122716393362,0.006246128769356234
2025-01-09 08:30:00+00:00,2025-01-09 08:30:00+00:00,10.189601187193032,10.368122716393362,0.017218307892716563
2025-01-09 08:45:00+00:00,2025-01-09 08:45:00+00:00,10.238122861223328,10.368122716393362,0.012538417872358636
2025-01-09 09:00:00+00:00,2025-01-09 09:00:00+00:00,10.20631873874969,10.368122716393362,0.015605908810072087
2025-01-09 09:15:00+00:00,2025-01-09 09:15:00+00:00,10.197348345231482,10.368122716393362,0.016471098561735092
2025-01-09 09:30:00+00:00,2025-01-09 09:30:00+00:00,10.194494129112055,10.368122716393362,0.01674638620999127
2025-01-09 09:45:00+00:00,2025-01-09 09:45:00+00:00,10.216920112907568,10.368122716393362,0.014583411830834442
2025-01-09 10:00:00+00:00,2025-01-09 10:00:00+00:00,10.222220799986507,10.368122716393362,0.014072163341215534
2025-01-09 10:15:00+00:00,2025-01-09 10:15:00+00:00,10.439956715382962,10.439956715382962,0.0
2025-01-09 10:30:00+00:00,2025-01-09 10:30:00+00:00,10.461974954018562,10.461974954018562,0.0
2025-01-09 10:45:00+00:00,2025-01-09 10:45:00+00:00,10.3722710188365,10.461974954018562,0.008574283113496211
2025-01-09 11:00:00+00:00,2025-01-09 11:00:00+00:00,10.311109244848732,10.461974954018562,0.014420385236334444
2025-01-09 11:15:00+00:00,2025-01-09 11:15:00+00:00,10.260141099858926,10.461974954018562,0.019292137005366222
2025-01-09 11:30:00+00:00,2025-01-09 11:30:00+00:00,10.392250531672504,10.461974954018562,0.006664556420035746
2025-01-09 11:45:00+00:00,2025-01-09 11:45:00+00:00,10.371047783356746,10.461974954018562,0.008691205155952878
2025-01-09 12:00:00+00:00,2025-01-09 12:00:00+00:00,10.40786444606082,10.461974954018562,0.005172112167689415
2025-01-09 12:15:00+00:00,2025-01-09 12:15:00+00:00,10.410718662180248,10.461974954018562,0.004899294068623803
2025-01-09 12:30:00+00:00,2025-01-09 12:30:00+00:00,10.511431716680107,10.511431716680107,0.0
2025-01-09 12:45:00+00:00,2025-01-09 12:45:00+00:00,10.50286906832182,10.511431716680107,0.0008146034326322825
2025-01-09 13:00:00+00:00,2025-01-09 13:00:00+00:00,10.58482584546543,10.58482584546543,0.0
2025-01-09 13:15:00+00:00,2025-01-09 13:15:00+00:00,10.551390742352115,10.58482584546543,0.0031587768756382428
2025-01-09 13:30:00+00:00,2025-01-09 13:30:00+00:00,10.656421759843,10.656421759843,0.0
2025-01-09 13:45:00+00:00,2025-01-09 13:45:00+00:00,10.857994643350889,10.857994643350889,0.0
2025-01-09 14:00:00+00:00,2025-01-09 14:00:00+00:00,10.701453999775614,10.857994643350889,0.014417086093437644
2025-01-09 14:15:00+00:00,2025-01-09 14:15:00+00:00,10.739195305623898,10.857994643350889,0.010941185884608963
2025-01-09 14:30:00+00:00,2025-01-09 14:30:00+00:00,10.871718754568446,10.871718754568446,0.0
2025-01-09 14:45:00+00:00,2025-01-09 14:45:00+00:00,10.716893624895368,10.871718754568446,0.014241090407900647
2025-01-09 15:00:00+00:00,2025-01-09 15:00:00+00:00,10.680438954473727,10.871718754568446,0.017594255739400978
2025-01-09 15:15:00+00:00,2025-01-09 15:15:00+00:00,10.427080281077961,10.871718754568446,0.0408986365015782
2025-01-09 15:30:00+00:00,2025-01-09 15:30:00+00:00,10.2945592137649,10.871718754568446,0.053088159639984756
2025-01-09 15:45:00+00:00,2025-01-09 15:45:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 16:00:00+00:00,2025-01-09 16:00:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 16:15:00+00:00,2025-01-09 16:15:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 16:30:00+00:00,2025-01-09 16:30:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 16:45:00+00:00,2025-01-09 16:45:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 17:00:00+00:00,2025-01-09 17:00:00+00:00,10.203876025237458,10.871718754568446,0.06142936038060698
2025-01-09 17:15:00+00:00,2025-01-09 17:15:00+00:00,10.391806539654487,10.871718754568446,0.044143177886412255
2025-01-09 17:30:00+00:00,2025-01-09 17:30:00+00:00,10.391806539654487,10.871718754568446,0.044143177886412255
2025-01-09 17:45:00+00:00,2025-01-09 17:45:00+00:00,10.391806539654487,10.871718754568446,0.044143177886412255
2025-01-09 18:00:00+00:00,2025-01-09 18:00:00+00:00,10.422256220188169,10.871718754568446,0.04134236219010053
2025-01-09 18:15:00+00:00,2025-01-09 18:15:00+00:00,10.386169811796627,10.871718754568446,0.0446616541260125
2025-01-09 18:30:00+00:00,2025-01-09 18:30:00+00:00,10.342405444172842,10.871718754568446,0.04868717838871427
